"Date","Price","Open","High","Low","Vol","Change %"
"05/18/1990","1.1801","1.1801","1.1818","1.1732","","0.44%"
"05/17/1990","1.1749","1.1749","1.1765","1.1721","","0.02%"
"05/16/1990","1.1747","1.1747","1.1787","1.1742","","-0.34%"
"05/15/1990","1.1787","1.1787","1.1833","1.1742","","-0.05%"
"05/14/1990","1.1793","1.1793","1.1803","1.1724","","0.27%"
"05/11/1990","1.1761","1.1761","1.1797","1.1723","","0.31%"
"05/10/1990","1.1725","1.1725","1.1729","1.1642","","0.54%"
"05/09/1990","1.1662","1.1662","1.1673","1.1633","","0.21%"
"05/08/1990","1.1637","1.1637","1.1656","1.1620","","-0.02%"
"05/07/1990","1.1639","1.1639","1.1645","1.1612","","0.10%"
"05/04/1990","1.1627","1.1627","1.1683","1.1622","","-0.34%"
"05/03/1990","1.1667","1.1667","1.1677","1.1656","","-0.07%"
"05/02/1990","1.1675","1.1675","1.1684","1.1648","","0.18%"
"05/01/1990","1.1654","1.1654","1.1662","1.1623","","0.09%"
"04/30/1990","1.1644","1.1644","1.1661","1.1635","","0.06%"
"04/27/1990","1.1637","1.1637","1.1662","1.1603","","0.27%"
"04/26/1990","1.1606","1.1606","1.1620","1.1582","","-0.02%"
"04/25/1990","1.1608","1.1608","1.1622","1.1591","","0.09%"
"04/24/1990","1.1597","1.1597","1.1633","1.1583","","-0.18%"
"04/23/1990","1.1618","1.1618","1.1629","1.1595","","-0.12%"
"04/20/1990","1.1632","1.1632","1.1640","1.1618","","0.08%"
"04/19/1990","1.1623","1.1623","1.1648","1.1603","","-0.01%"
"04/18/1990","1.1624","1.1624","1.1665","1.1608","","-0.21%"
"04/17/1990","1.1648","1.1648","1.1709","1.1637","","-0.28%"
"04/16/1990","1.1681","1.1681","1.1688","1.1643","","0.31%"
"04/13/1990","1.1645","1.1645","1.1657","1.1615","","0.21%"
"04/12/1990","1.1621","1.1621","1.1676","1.1607","","-0.14%"
"04/11/1990","1.1637","1.1637","1.1656","1.1587","","0.33%"
"04/10/1990","1.1599","1.1599","1.1637","1.1589","","-0.13%"
"04/09/1990","1.1614","1.1614","1.1648","1.1606","","-0.25%"
"04/06/1990","1.1643","1.1643","1.1702","1.1628","","-0.47%"
"04/05/1990","1.1698","1.1698","1.1717","1.1663","","0.20%"
"04/04/1990","1.1675","1.1675","1.1696","1.1656","","0.00%"
"04/03/1990","1.1675","1.1675","1.1688","1.1654","","0.03%"
"04/02/1990","1.1671","1.1671","1.1704","1.1665","","-0.23%"
"03/30/1990","1.1698","1.1698","1.1728","1.1694","","-0.16%"
"03/29/1990","1.1717","1.1717","1.1774","1.1713","","-0.31%"
"03/28/1990","1.1753","1.1753","1.1774","1.1751","","-0.13%"
"03/27/1990","1.1768","1.1768","1.1791","1.1753","","0.00%"
"03/26/1990","1.1768","1.1768","1.1776","1.1747","","0.13%"
"03/23/1990","1.1753","1.1753","1.1787","1.1745","","-0.09%"
"03/22/1990","1.1763","1.1763","1.1813","1.1748","","-0.20%"
"03/21/1990","1.1787","1.1787","1.1797","1.1757","","0.06%"
"03/20/1990","1.1780","1.1780","1.1818","1.1770","","-0.32%"
"03/19/1990","1.1818","1.1818","1.1862","1.1803","","-0.13%"
"03/16/1990","1.1833","1.1833","1.1839","1.1763","","0.21%"
"03/15/1990","1.1808","1.1808","1.1833","1.1730","","0.65%"
"03/14/1990","1.1732","1.1732","1.1759","1.1713","","-0.20%"
"03/13/1990","1.1755","1.1755","1.1801","1.1755","","-0.21%"
"03/12/1990","1.1780","1.1780","1.1818","1.1780","","-0.19%"
"03/09/1990","1.1803","1.1803","1.1818","1.1757","","-0.03%"
"03/08/1990","1.1806","1.1806","1.1834","1.1776","","-0.16%"
"03/07/1990","1.1825","1.1825","1.1874","1.1822","","-0.32%"
"03/06/1990","1.1863","1.1863","1.1900","1.1849","","-0.23%"
"03/05/1990","1.1890","1.1890","1.1932","1.1887","","-0.29%"
"03/02/1990","1.1925","1.1925","1.1953","1.1898","","0.15%"
"03/01/1990","1.1907","1.1907","1.1920","1.1878","","-0.03%"
"02/28/1990","1.1911","1.1911","1.1946","1.1892","","-0.26%"
"02/27/1990","1.1942","1.1942","1.1963","1.1907","","-0.20%"
"02/26/1990","1.1966","1.1966","1.1996","1.1937","","-0.17%"
"02/23/1990","1.1986","1.1986","1.2022","1.1947","","0.31%"
"02/22/1990","1.1949","1.1949","1.1987","1.1927","","-0.28%"
"02/21/1990","1.1982","1.1982","1.2027","1.1974","","-0.09%"
"02/20/1990","1.1993","1.1993","1.2028","1.1963","","-0.02%"
"02/19/1990","1.1995","1.1995","1.2007","1.1972","","-0.11%"
"02/16/1990","1.2008","1.2008","1.2043","1.1967","","-0.22%"
"02/15/1990","1.2035","1.2035","1.2094","1.2018","","-0.40%"
"02/14/1990","1.2083","1.2083","1.2092","1.2005","","0.57%"
"02/13/1990","1.2014","1.2014","1.2029","1.1986","","0.06%"
"02/12/1990","1.2007","1.2007","1.2035","1.1987","","-0.11%"
"02/09/1990","1.2020","1.2020","1.2027","1.1917","","0.51%"
"02/08/1990","1.1959","1.1959","1.2001","1.1927","","0.18%"
"02/07/1990","1.1938","1.1938","1.1963","1.1873","","0.53%"
"02/06/1990","1.1875","1.1875","1.1894","1.1856","","0.00%"
"02/05/1990","1.1875","1.1875","1.1913","1.1862","","-0.14%"
"02/02/1990","1.1892","1.1892","1.1898","1.1858","","0.24%"
"02/01/1990","1.1864","1.1864","1.1887","1.1848","","-0.08%"
"01/31/1990","1.1873","1.1873","1.1909","1.1837","","-0.03%"
"01/30/1990","1.1877","1.1877","1.1934","1.1860","","-0.07%"
"01/29/1990","1.1885","1.1885","1.1959","1.1858","","-0.60%"
"01/26/1990","1.1957","1.1957","1.1974","1.1892","","0.61%"
"01/25/1990","1.1885","1.1885","1.1923","1.1823","","0.28%"
"01/24/1990","1.1852","1.1852","1.1875","1.1755","","0.50%"
"01/23/1990","1.1793","1.1793","1.1803","1.1770","","-0.02%"
"01/22/1990","1.1795","1.1795","1.1839","1.1786","","-0.34%"
"01/19/1990","1.1835","1.1835","1.1854","1.1707","","1.01%"
"01/18/1990","1.1717","1.1717","1.1742","1.1643","","0.54%"
"01/17/1990","1.1654","1.1654","1.1658","1.1627","","0.15%"
"01/16/1990","1.1637","1.1637","1.1667","1.1608","","-0.05%"
"01/15/1990","1.1643","1.1643","1.1663","1.1562","","0.61%"
"01/12/1990","1.1572","1.1572","1.1582","1.1551","","0.11%"
"01/11/1990","1.1559","1.1559","1.1582","1.1544","","-0.20%"
"01/10/1990","1.1582","1.1582","1.1616","1.1579","","-0.21%"
"01/09/1990","1.1606","1.1606","1.1620","1.1595","","0.04%"
"01/08/1990","1.1601","1.1601","1.1626","1.1593","","-0.06%"
"01/05/1990","1.1608","1.1608","1.1618","1.1591","","-0.03%"
"01/04/1990","1.1612","1.1612","1.1650","1.1603","","0.08%"
"01/03/1990","1.1603","1.1603","1.1640","1.1590","","0.01%"
"01/02/1990","1.1602","1.1602","1.1613","1.1573","","0.16%"
"12/29/1989","1.1583","1.1583","1.1603","1.1562","","0.16%"
"12/28/1989","1.1564","1.1564","1.1592","1.1558","","-0.07%"
"12/27/1989","1.1572","1.1572","1.1597","1.1570","","-0.25%"
"12/26/1989","1.1601","1.1601","1.1603","1.1583","","0.09%"
"12/25/1989","1.1590","1.1590","1.1610","1.1580","","-0.04%"
"12/22/1989","1.1595","1.1595","1.1604","1.1572","","-0.02%"
"12/21/1989","1.1597","1.1597","1.1620","1.1587","","-0.09%"
"12/20/1989","1.1608","1.1608","1.1627","1.1604","","0.00%"
"12/19/1989","1.1608","1.1608","1.1616","1.1597","","0.02%"
"12/18/1989","1.1606","1.1606","1.1618","1.1601","","-0.02%"
"12/15/1989","1.1608","1.1608","1.1629","1.1599","","0.11%"
"12/14/1989","1.1595","1.1595","1.1648","1.1593","","0.00%"
"12/13/1989","1.1595","1.1595","1.1629","1.1585","","-0.26%"
"12/12/1989","1.1625","1.1625","1.1654","1.1618","","-0.05%"
"12/11/1989","1.1631","1.1631","1.1641","1.1610","","0.09%"
"12/08/1989","1.1620","1.1620","1.1637","1.1606","","0.02%"
"12/07/1989","1.1618","1.1618","1.1631","1.1610","","0.07%"
"12/06/1989","1.1610","1.1610","1.1633","1.1599","","-0.20%"
"12/05/1989","1.1633","1.1633","1.1641","1.1622","","-0.05%"
"12/04/1989","1.1639","1.1639","1.1656","1.1633","","-0.08%"
"12/01/1989","1.1648","1.1648","1.1683","1.1641","","0.05%"
"11/30/1989","1.1642","1.1642","1.1657","1.1630","","-0.12%"
"11/29/1989","1.1656","1.1656","1.1669","1.1650","","-0.08%"
"11/28/1989","1.1665","1.1665","1.1681","1.1658","","-0.02%"
"11/27/1989","1.1667","1.1667","1.1684","1.1662","","-0.03%"
"11/24/1989","1.1671","1.1671","1.1690","1.1652","","-0.13%"
"11/23/1989","1.1686","1.1686","1.1692","1.1679","","-0.02%"
"11/22/1989","1.1688","1.1688","1.1709","1.1684","","-0.10%"
"11/21/1989","1.1700","1.1700","1.1713","1.1690","","-0.06%"
"11/20/1989","1.1707","1.1707","1.1730","1.1692","","0.09%"
"11/17/1989","1.1696","1.1696","1.1704","1.1683","","0.07%"
"11/16/1989","1.1688","1.1688","1.1723","1.1683","","-0.18%"
"11/15/1989","1.1709","1.1709","1.1742","1.1679","","0.09%"
"11/14/1989","1.1698","1.1698","1.1728","1.1671","","0.12%"
"11/13/1989","1.1684","1.1684","1.1698","1.1653","","-0.09%"
"11/10/1989","1.1694","1.1694","1.1694","1.1656","","0.27%"
"11/09/1989","1.1663","1.1663","1.1695","1.1663","","-0.28%"
"11/08/1989","1.1696","1.1696","1.1698","1.1677","","-0.11%"
"11/07/1989","1.1709","1.1709","1.1730","1.1700","","-0.07%"
"11/06/1989","1.1717","1.1717","1.1724","1.1700","","-0.04%"
"11/03/1989","1.1722","1.1722","1.1744","1.1717","","-0.09%"
"11/02/1989","1.1732","1.1732","1.1751","1.1713","","-0.07%"
"11/01/1989","1.1740","1.1740","1.1761","1.1734","","0.05%"
"10/31/1989","1.1734","1.1734","1.1744","1.1728","","-0.03%"
"10/30/1989","1.1738","1.1738","1.1761","1.1717","","-0.08%"
"10/27/1989","1.1747","1.1747","1.1774","1.1744","","-0.05%"
"10/26/1989","1.1753","1.1753","1.1768","1.1740","","0.05%"
"10/25/1989","1.1747","1.1747","1.1765","1.1709","","0.25%"
"10/24/1989","1.1718","1.1718","1.1730","1.1698","","0.15%"
"10/23/1989","1.1701","1.1701","1.1740","1.1698","","-0.32%"
"10/20/1989","1.1738","1.1738","1.1751","1.1728","","0.00%"
"10/19/1989","1.1738","1.1738","1.1751","1.1728","","0.04%"
"10/18/1989","1.1733","1.1733","1.1752","1.1721","","-0.16%"
"10/17/1989","1.1752","1.1752","1.1769","1.1741","","-0.09%"
"10/16/1989","1.1763","1.1763","1.1783","1.1732","","0.09%"
"10/13/1989","1.1753","1.1753","1.1757","1.1719","","0.10%"
"10/12/1989","1.1741","1.1741","1.1762","1.1725","","-0.03%"
"10/11/1989","1.1745","1.1745","1.1774","1.1737","","-0.14%"
"10/10/1989","1.1762","1.1762","1.1771","1.1715","","0.24%"
"10/09/1989","1.1734","1.1734","1.1755","1.1734","","-0.14%"
"10/06/1989","1.1750","1.1750","1.1785","1.1739","","-0.06%"
"10/05/1989","1.1757","1.1757","1.1761","1.1722","","0.12%"
"10/04/1989","1.1743","1.1743","1.1764","1.1730","","-0.07%"
"10/03/1989","1.1751","1.1751","1.1785","1.1734","","-0.23%"
"10/02/1989","1.1778","1.1778","1.1784","1.1745","","0.08%"
"09/29/1989","1.1769","1.1769","1.1792","1.1749","","-0.17%"
"09/28/1989","1.1789","1.1789","1.1811","1.1766","","0.18%"
"09/27/1989","1.1768","1.1768","1.1804","1.1731","","0.16%"
"09/26/1989","1.1749","1.1749","1.1764","1.1710","","-0.09%"
"09/25/1989","1.1760","1.1760","1.1797","1.1745","","-0.36%"
"09/22/1989","1.1802","1.1802","1.1833","1.1797","","-0.22%"
"09/21/1989","1.1828","1.1828","1.1851","1.1820","","-0.05%"
"09/20/1989","1.1834","1.1834","1.1862","1.1815","","-0.06%"
"09/19/1989","1.1841","1.1841","1.1850","1.1816","","0.06%"
"09/18/1989","1.1834","1.1834","1.1861","1.1821","","-0.04%"
"09/15/1989","1.1839","1.1839","1.1892","1.1800","","-0.05%"
"09/14/1989","1.1845","1.1845","1.1863","1.1820","","0.06%"
"09/13/1989","1.1838","1.1838","1.1880","1.1825","","-0.27%"
"09/12/1989","1.1870","1.1870","1.1895","1.1857","","0.01%"
"09/11/1989","1.1869","1.1869","1.1891","1.1855","","-0.13%"
"09/08/1989","1.1884","1.1884","1.1902","1.1845","","0.29%"
"09/07/1989","1.1850","1.1850","1.1870","1.1793","","0.47%"
"09/06/1989","1.1794","1.1794","1.1813","1.1782","","-0.09%"
"09/05/1989","1.1805","1.1805","1.1845","1.1797","","-0.03%"
"09/04/1989","1.1808","1.1808","1.1823","1.1801","","-0.05%"
"09/01/1989","1.1814","1.1814","1.1822","1.1768","","0.25%"
"08/31/1989","1.1785","1.1785","1.1809","1.1741","","0.11%"
"08/30/1989","1.1772","1.1772","1.1780","1.1720","","0.26%"
"08/29/1989","1.1742","1.1742","1.1760","1.1700","","0.21%"
"08/28/1989","1.1717","1.1717","1.1765","1.1708","","-0.24%"
"08/25/1989","1.1745","1.1745","1.1749","1.1719","","0.00%"
"08/24/1989","1.1745","1.1745","1.1778","1.1738","","-0.17%"
"08/23/1989","1.1765","1.1765","1.1773","1.1730","","0.26%"
"08/22/1989","1.1735","1.1735","1.1754","1.1716","","-0.17%"
"08/21/1989","1.1755","1.1755","1.1778","1.1729","","-0.13%"
"08/18/1989","1.1770","1.1770","1.1813","1.1751","","-0.36%"
"08/17/1989","1.1812","1.1812","1.1837","1.1754","","0.40%"
"08/16/1989","1.1765","1.1765","1.1794","1.1764","","-0.30%"
"08/15/1989","1.1800","1.1800","1.1825","1.1773","","0.05%"
"08/14/1989","1.1794","1.1794","1.1810","1.1704","","0.41%"
"08/11/1989","1.1746","1.1746","1.1760","1.1700","","0.31%"
"08/10/1989","1.1710","1.1710","1.1745","1.1699","","-0.05%"
"08/09/1989","1.1716","1.1716","1.1718","1.1685","","0.03%"
"08/08/1989","1.1712","1.1712","1.1746","1.1704","","-0.20%"
"08/07/1989","1.1736","1.1736","1.1785","1.1725","","-0.39%"
"08/04/1989","1.1782","1.1782","1.1789","1.1704","","0.36%"
"08/03/1989","1.1740","1.1740","1.1758","1.1709","","-0.11%"
"08/02/1989","1.1753","1.1753","1.1765","1.1720","","0.07%"
"08/01/1989","1.1745","1.1745","1.1805","1.1735","","-0.51%"
"07/31/1989","1.1805","1.1805","1.1832","1.1799","","-0.19%"
"07/28/1989","1.1828","1.1828","1.1855","1.1823","","-0.02%"
"07/27/1989","1.1830","1.1830","1.1845","1.1820","","-0.03%"
"07/26/1989","1.1833","1.1833","1.1871","1.1830","","-0.30%"
"07/25/1989","1.1869","1.1869","1.1882","1.1860","","-0.11%"
"07/24/1989","1.1882","1.1882","1.1890","1.1873","","0.04%"
"07/21/1989","1.1877","1.1877","1.1883","1.1863","","0.03%"
"07/20/1989","1.1874","1.1874","1.1890","1.1855","","-0.06%"
"07/19/1989","1.1881","1.1881","1.1908","1.1881","","-0.22%"
"07/18/1989","1.1907","1.1907","1.1915","1.1900","","0.03%"
"07/17/1989","1.1903","1.1903","1.1925","1.1898","","-0.11%"
"07/14/1989","1.1916","1.1916","1.1939","1.1900","","-0.13%"
"07/13/1989","1.1932","1.1932","1.1935","1.1883","","0.32%"
"07/12/1989","1.1894","1.1894","1.1904","1.1877","","-0.05%"
"07/11/1989","1.1900","1.1900","1.1921","1.1884","","0.07%"
"07/10/1989","1.1892","1.1892","1.1982","1.1865","","-0.08%"
"07/07/1989","1.1902","1.1902","1.1920","1.1884","","-0.03%"
"07/06/1989","1.1905","1.1905","1.1920","1.1896","","-0.03%"
"07/05/1989","1.1908","1.1908","1.1923","1.1895","","-0.13%"
"07/04/1989","1.1923","1.1923","1.1946","1.1902","","-0.14%"
"07/03/1989","1.1940","1.1940","1.1980","1.1940","","-0.20%"
"06/30/1989","1.1964","1.1964","1.1990","1.1950","","0.10%"
"06/29/1989","1.1952","1.1952","1.1974","1.1931","","-0.16%"
"06/28/1989","1.1971","1.1971","1.1974","1.1925","","0.33%"
"06/27/1989","1.1932","1.1932","1.1955","1.1925","","-0.09%"
"06/26/1989","1.1943","1.1943","1.1953","1.1929","","0.00%"
"06/23/1989","1.1943","1.1943","1.1958","1.1891","","0.34%"
"06/22/1989","1.1903","1.1903","1.1935","1.1884","","-0.19%"
"06/21/1989","1.1926","1.1926","1.1993","1.1920","","-0.43%"
"06/20/1989","1.1977","1.1977","1.2092","1.1965","","-0.07%"
"06/19/1989","1.1985","1.1985","1.1993","1.1965","","0.13%"
"06/16/1989","1.1969","1.1969","1.1995","1.1935","","0.04%"
"06/15/1989","1.1964","1.1964","1.2037","1.1952","","-0.34%"
"06/14/1989","1.2005","1.2005","1.2006","1.1960","","0.10%"
"06/13/1989","1.1993","1.1993","1.2093","1.1989","","-0.08%"
"06/12/1989","1.2003","1.2003","1.2035","1.1990","","-0.07%"
"06/09/1989","1.2011","1.2011","1.2014","1.1945","","0.35%"
"06/08/1989","1.1969","1.1969","1.1982","1.1950","","-0.07%"
"06/07/1989","1.1977","1.1977","1.2005","1.1950","","-0.19%"
"06/06/1989","1.2000","1.2000","1.2050","1.1992","","-0.17%"
"06/05/1989","1.2021","1.2021","1.2099","1.1980","","-0.24%"
"06/02/1989","1.2050","1.2050","1.2080","1.2002","","0.12%"
"06/01/1989","1.2035","1.2035","1.2083","1.2030","","-0.27%"
"05/31/1989","1.2068","1.2068","1.2083","1.2040","","0.01%"
"05/30/1989","1.2067","1.2067","1.2099","1.2038","","0.27%"
"05/29/1989","1.2035","1.2035","1.2046","1.2010","","0.20%"
"05/26/1989","1.2011","1.2011","1.2072","1.1995","","-0.41%"
"05/25/1989","1.2060","1.2060","1.2190","1.2043","","-0.08%"
"05/24/1989","1.2070","1.2070","1.2099","1.1972","","0.66%"
"05/23/1989","1.1991","1.1991","1.2014","1.1960","","-0.23%"
"05/22/1989","1.2019","1.2019","1.2019","1.1909","","0.92%"
"05/19/1989","1.1909","1.1909","1.1922","1.1870","","-0.13%"
"05/18/1989","1.1925","1.1925","1.1944","1.1911","","0.12%"
"05/17/1989","1.1911","1.1911","1.1930","1.1878","","0.23%"
"05/16/1989","1.1884","1.1884","1.1924","1.1859","","-0.07%"
"05/15/1989","1.1892","1.1892","1.1939","1.1882","","0.07%"
"05/12/1989","1.1884","1.1884","1.1898","1.1849","","0.16%"
"05/11/1989","1.1865","1.1865","1.1884","1.1832","","0.09%"
"05/10/1989","1.1854","1.1854","1.1870","1.1825","","-0.09%"
"05/09/1989","1.1865","1.1865","1.1876","1.1839","","0.18%"
"05/08/1989","1.1844","1.1844","1.1854","1.1829","","0.07%"
"05/05/1989","1.1836","1.1836","1.1854","1.1825","","0.06%"
"05/04/1989","1.1829","1.1829","1.1859","1.1819","","-0.08%"
"05/03/1989","1.1839","1.1839","1.1844","1.1794","","0.30%"
"05/02/1989","1.1804","1.1804","1.1863","1.1800","","-0.51%"
"05/01/1989","1.1865","1.1865","1.1882","1.1844","","0.14%"
"04/28/1989","1.1849","1.1849","1.1895","1.1814","","-0.36%"
"04/27/1989","1.1892","1.1892","1.1991","1.1870","","0.07%"
"04/26/1989","1.1884","1.1884","1.1909","1.1870","","0.00%"
"04/25/1989","1.1884","1.1884","1.1925","1.1874","","-0.09%"
"04/24/1989","1.1895","1.1895","1.1903","1.1859","","0.25%"
"04/21/1989","1.1865","1.1865","1.1870","1.1825","","0.27%"
"04/20/1989","1.1833","1.1833","1.1852","1.1825","","-0.12%"
"04/19/1989","1.1847","1.1847","1.1878","1.1844","","-0.15%"
"04/18/1989","1.1865","1.1865","1.1867","1.1838","","0.19%"
"04/17/1989","1.1843","1.1843","1.1858","1.1838","","-0.05%"
"04/14/1989","1.1849","1.1849","1.1889","1.1841","","-0.13%"
"04/13/1989","1.1865","1.1865","1.1896","1.1859","","-0.20%"
"04/12/1989","1.1889","1.1889","1.1901","1.1870","","-0.05%"
"04/11/1989","1.1895","1.1895","1.1899","1.1879","","0.05%"
"04/10/1989","1.1889","1.1889","1.1931","1.1870","","-0.29%"
"04/07/1989","1.1924","1.1924","1.1935","1.1904","","-0.05%"
"04/06/1989","1.1930","1.1930","1.1950","1.1897","","0.23%"
"04/05/1989","1.1903","1.1903","1.1909","1.1865","","0.34%"
"04/04/1989","1.1863","1.1863","1.1895","1.1857","","-0.03%"
"04/03/1989","1.1867","1.1867","1.1930","1.1853","","-0.44%"
"03/31/1989","1.1920","1.1920","1.1939","1.1918","","-0.09%"
"03/30/1989","1.1931","1.1931","1.1952","1.1914","","-0.07%"
"03/29/1989","1.1939","1.1939","1.1958","1.1928","","-0.07%"
"03/28/1989","1.1947","1.1947","1.1952","1.1919","","0.10%"
"03/27/1989","1.1935","1.1935","1.1938","1.1897","","0.18%"
"03/24/1989","1.1914","1.1914","1.1919","1.1884","","0.08%"
"03/23/1989","1.1904","1.1904","1.1904","1.1870","","0.19%"
"03/22/1989","1.1882","1.1882","1.1908","1.1866","","-0.09%"
"03/21/1989","1.1893","1.1893","1.1949","1.1889","","-0.36%"
"03/20/1989","1.1936","1.1936","1.1971","1.1930","","-0.14%"
"03/17/1989","1.1953","1.1953","1.1974","1.1931","","0.03%"
"03/16/1989","1.1949","1.1949","1.1976","1.1947","","-0.07%"
"03/15/1989","1.1957","1.1957","1.1966","1.1926","","0.16%"
"03/14/1989","1.1938","1.1938","1.1979","1.1928","","-0.34%"
"03/13/1989","1.1979","1.1979","1.1987","1.1966","","-0.07%"
"03/10/1989","1.1987","1.1987","1.1995","1.1955","","0.12%"
"03/09/1989","1.1973","1.1973","1.2021","1.1964","","-0.27%"
"03/08/1989","1.2006","1.2006","1.2017","1.1969","","0.22%"
"03/07/1989","1.1980","1.1980","1.1995","1.1911","","0.58%"
"03/06/1989","1.1911","1.1911","1.1949","1.1899","","-0.34%"
"03/03/1989","1.1952","1.1952","1.1971","1.1919","","0.09%"
"03/02/1989","1.1941","1.1941","1.1981","1.1919","","-0.36%"
"03/01/1989","1.1984","1.1984","1.2009","1.1947","","0.13%"
"02/28/1989","1.1969","1.1969","1.2031","1.1969","","-0.50%"
"02/27/1989","1.2029","1.2029","1.2034","1.1964","","0.50%"
"02/24/1989","1.1969","1.1969","1.1995","1.1949","","0.09%"
"02/23/1989","1.1958","1.1958","1.1984","1.1930","","-0.28%"
"02/22/1989","1.1992","1.1992","1.1999","1.1834","","0.52%"
"02/21/1989","1.1930","1.1930","1.1931","1.1870","","0.32%"
"02/20/1989","1.1892","1.1892","1.1912","1.1849","","0.03%"
"02/17/1989","1.1889","1.1889","1.1922","1.1838","","0.22%"
"02/16/1989","1.1863","1.1863","1.1879","1.1810","","0.63%"
"02/15/1989","1.1789","1.1789","1.1832","1.1779","","-0.34%"
"02/14/1989","1.1829","1.1829","1.1854","1.1814","","-0.19%"
"02/13/1989","1.1851","1.1851","1.1874","1.1836","","-0.04%"
"02/10/1989","1.1856","1.1856","1.1877","1.1813","","0.25%"
"02/09/1989","1.1827","1.1827","1.1840","1.1800","","-0.09%"
"02/08/1989","1.1838","1.1838","1.1870","1.1816","","0.07%"
"02/07/1989","1.1830","1.1830","1.1836","1.1804","","0.08%"
"02/06/1989","1.1821","1.1821","1.1859","1.1813","","-0.15%"
"02/03/1989","1.1839","1.1839","1.1939","1.1825","","-0.38%"
"02/02/1989","1.1884","1.1884","1.1911","1.1858","","-0.09%"
"02/01/1989","1.1895","1.1895","1.1903","1.1821","","0.45%"
"01/31/1989","1.1842","1.1842","1.1849","1.1802","","0.34%"
"01/30/1989","1.1802","1.1802","1.1856","1.1800","","-0.21%"
"01/27/1989","1.1827","1.1827","1.1892","1.1824","","-0.19%"
"01/26/1989","1.1849","1.1849","1.1862","1.1800","","-0.06%"
"01/25/1989","1.1856","1.1856","1.1866","1.1814","","0.32%"
"01/24/1989","1.1818","1.1818","1.1872","1.1809","","-0.44%"
"01/23/1989","1.1870","1.1870","1.1899","1.1862","","-0.17%"
"01/20/1989","1.1890","1.1890","1.1909","1.1832","","0.21%"
"01/19/1989","1.1865","1.1865","1.1922","1.1859","","-0.33%"
"01/18/1989","1.1904","1.1904","1.1997","1.1799","","-0.58%"
"01/17/1989","1.1974","1.1974","1.1983","1.1950","","0.00%"
"01/16/1989","1.1974","1.1974","1.2000","1.1948","","0.00%"
"01/13/1989","1.1974","1.1974","1.2014","1.1958","","-0.12%"
"01/12/1989","1.1988","1.1988","1.1994","1.1939","","0.12%"
"01/11/1989","1.1974","1.1974","1.2039","1.1958","","-0.37%"
