"Date","Price","Open","High","Low","Vol","Change %"
"01/10/2001","1.5020","1.4941","1.5033","1.4935","","0.54%"
"01/09/2001","1.4939","1.4939","1.4983","1.4933","","-0.01%"
"01/08/2001","1.4940","1.4985","1.4993","1.4927","","-0.37%"
"01/05/2001","1.4995","1.4991","1.5051","1.4963","","0.09%"
"01/04/2001","1.4982","1.4976","1.5013","1.4913","","-0.03%"
"01/03/2001","1.4987","1.4935","1.5001","1.4901","","0.46%"
"01/02/2001","1.4919","1.4982","1.5012","1.4907","","-0.46%"
"12/29/2000","1.4988","1.5004","1.5040","1.4947","","-0.11%"
"12/28/2000","1.5004","1.5113","1.5134","1.4996","","-0.77%"
"12/27/2000","1.5121","1.5107","1.5141","1.5085","","0.13%"
"12/26/2000","1.5101","1.5201","1.5201","1.5093","","-0.57%"
"12/25/2000","1.5188","1.5179","1.5195","1.5170","","0.06%"
"12/22/2000","1.5179","1.5211","1.5222","1.5154","","-0.17%"
"12/21/2000","1.5205","1.5212","1.5251","1.5149","","-0.12%"
"12/20/2000","1.5223","1.5234","1.5276","1.5203","","-0.09%"
"12/19/2000","1.5237","1.5249","1.5290","1.5202","","-0.17%"
"12/18/2000","1.5263","1.5204","1.5280","1.5197","","0.37%"
"12/15/2000","1.5207","1.5179","1.5215","1.5153","","0.19%"
"12/14/2000","1.5178","1.5202","1.5219","1.5128","","-0.28%"
"12/13/2000","1.5221","1.5271","1.5293","1.5187","","-0.40%"
"12/12/2000","1.5282","1.5263","1.5297","1.5217","","0.07%"
"12/11/2000","1.5272","1.5190","1.5272","1.5157","","0.69%"
"12/08/2000","1.5167","1.5301","1.5327","1.5165","","-0.84%"
"12/07/2000","1.5295","1.5282","1.5318","1.5219","","0.04%"
"12/06/2000","1.5289","1.5425","1.5441","1.5263","","-0.93%"
"12/05/2000","1.5432","1.5429","1.5472","1.5386","","-0.01%"
"12/04/2000","1.5433","1.5464","1.5542","1.5421","","-0.23%"
"12/01/2000","1.5469","1.5373","1.5477","1.5285","","0.66%"
"11/30/2000","1.5367","1.5443","1.5464","1.5320","","-0.47%"
"11/29/2000","1.5440","1.5369","1.5440","1.5344","","0.48%"
"11/28/2000","1.5367","1.5359","1.5391","1.5285","","0.08%"
"11/27/2000","1.5355","1.5389","1.5405","1.5335","","-0.22%"
"11/24/2000","1.5389","1.5439","1.5482","1.5375","","-0.39%"
"11/23/2000","1.5449","1.5455","1.5491","1.5425","","-0.09%"
"11/22/2000","1.5463","1.5521","1.5521","1.5450","","-0.28%"
"11/21/2000","1.5507","1.5563","1.5587","1.5495","","-0.51%"
"11/20/2000","1.5586","1.5570","1.5611","1.5555","","0.06%"
"11/17/2000","1.5577","1.5558","1.5630","1.5533","","0.12%"
"11/16/2000","1.5559","1.5521","1.5570","1.5485","","0.19%"
"11/15/2000","1.5530","1.5453","1.5539","1.5437","","0.41%"
"11/14/2000","1.5467","1.5449","1.5468","1.5420","","0.10%"
"11/13/2000","1.5451","1.5430","1.5486","1.5407","","0.14%"
"11/10/2000","1.5429","1.5495","1.5503","1.5413","","-0.43%"
"11/09/2000","1.5495","1.5420","1.5495","1.5390","","0.48%"
"11/08/2000","1.5421","1.5337","1.5447","1.5322","","0.52%"
"11/07/2000","1.5341","1.5306","1.5345","1.5287","","0.22%"
"11/06/2000","1.5307","1.5326","1.5333","1.5285","","-0.12%"
"11/03/2000","1.5326","1.5309","1.5359","1.5277","","0.07%"
"11/02/2000","1.5315","1.5341","1.5393","1.5300","","-0.16%"
"11/01/2000","1.5340","1.5238","1.5347","1.5215","","0.76%"
"10/31/2000","1.5225","1.5315","1.5327","1.5207","","-0.60%"
"10/30/2000","1.5317","1.5300","1.5321","1.5245","","0.17%"
"10/27/2000","1.5291","1.5251","1.5300","1.5195","","0.20%"
"10/26/2000","1.5260","1.5175","1.5265","1.5127","","0.55%"
"10/25/2000","1.5177","1.5186","1.5232","1.5135","","0.07%"
"10/24/2000","1.5166","1.5111","1.5169","1.5095","","0.36%"
"10/23/2000","1.5111","1.5119","1.5146","1.5075","","0.03%"
"10/20/2000","1.5107","1.5117","1.5155","1.5083","","-0.05%"
"10/19/2000","1.5115","1.5168","1.5175","1.5093","","-0.37%"
"10/18/2000","1.5171","1.5190","1.5215","1.5120","","-0.11%"
"10/17/2000","1.5187","1.5181","1.5238","1.5132","","0.03%"
"10/16/2000","1.5183","1.5074","1.5205","1.5069","","0.77%"
"10/13/2000","1.5067","1.5152","1.5207","1.5057","","-0.65%"
"10/12/2000","1.5165","1.5052","1.5175","1.5043","","0.76%"
"10/11/2000","1.5051","1.5019","1.5059","1.4997","","0.25%"
"10/10/2000","1.5013","1.5024","1.5043","1.4987","","-0.11%"
"10/09/2000","1.5029","1.5028","1.5051","1.5015","","-0.06%"
"10/06/2000","1.5038","1.4974","1.5045","1.4923","","0.34%"
"10/05/2000","1.4987","1.4949","1.4998","1.4944","","0.27%"
"10/04/2000","1.4947","1.5041","1.5059","1.4935","","-0.62%"
"10/03/2000","1.5040","1.5094","1.5097","1.5031","","-0.37%"
"10/02/2000","1.5096","1.5034","1.5115","1.5017","","0.42%"
"09/29/2000","1.5033","1.4998","1.5084","1.4997","","0.21%"
"09/28/2000","1.5002","1.4956","1.5045","1.4954","","0.31%"
"09/27/2000","1.4955","1.4865","1.4979","1.4859","","0.63%"
"09/26/2000","1.4861","1.4864","1.4896","1.4850","","0.04%"
"09/25/2000","1.4855","1.4880","1.4917","1.4845","","-0.20%"
"09/22/2000","1.4885","1.4880","1.4926","1.4863","","0.09%"
"09/21/2000","1.4872","1.4845","1.4885","1.4825","","0.17%"
"09/20/2000","1.4847","1.4830","1.4851","1.4797","","0.08%"
"09/19/2000","1.4835","1.4874","1.4896","1.4819","","-0.28%"
"09/18/2000","1.4877","1.4831","1.4909","1.4825","","0.34%"
"09/15/2000","1.4827","1.4862","1.4891","1.4816","","-0.26%"
"09/14/2000","1.4866","1.4832","1.4937","1.4830","","0.22%"
"09/13/2000","1.4833","1.4804","1.4848","1.4770","","0.19%"
"09/12/2000","1.4805","1.4808","1.4820","1.4780","","0.00%"
"09/11/2000","1.4805","1.4769","1.4811","1.4757","","0.23%"
"09/08/2000","1.4771","1.4770","1.4789","1.4745","","0.04%"
"09/07/2000","1.4765","1.4815","1.4849","1.4761","","-0.35%"
"09/06/2000","1.4817","1.4763","1.4844","1.4755","","0.37%"
"09/05/2000","1.4763","1.4743","1.4769","1.4729","","0.17%"
"09/04/2000","1.4738","1.4737","1.4750","1.4719","","0.03%"
"09/01/2000","1.4733","1.4718","1.4750","1.4685","","0.07%"
"08/31/2000","1.4722","1.4769","1.4774","1.4709","","-0.36%"
"08/30/2000","1.4775","1.4839","1.4867","1.4762","","-0.43%"
"08/29/2000","1.4839","1.4825","1.4885","1.4820","","0.09%"
"08/28/2000","1.4826","1.4839","1.4857","1.4820","","-0.04%"
"08/25/2000","1.4832","1.4874","1.4879","1.4805","","-0.29%"
"08/24/2000","1.4875","1.4858","1.4878","1.4829","","0.08%"
"08/23/2000","1.4863","1.4766","1.4887","1.4765","","0.65%"
"08/22/2000","1.4767","1.4775","1.4794","1.4740","","-0.05%"
"08/21/2000","1.4775","1.4760","1.4790","1.4725","","0.05%"
"08/18/2000","1.4768","1.4748","1.4774","1.4715","","0.11%"
"08/17/2000","1.4752","1.4781","1.4781","1.4731","","-0.19%"
"08/16/2000","1.4780","1.4844","1.4844","1.4759","","-0.43%"
"08/15/2000","1.4844","1.4858","1.4890","1.4839","","-0.13%"
"08/14/2000","1.4863","1.4838","1.4864","1.4818","","0.13%"
"08/11/2000","1.4843","1.4828","1.4851","1.4801","","0.08%"
"08/10/2000","1.4831","1.4829","1.4845","1.4796","","0.01%"
"08/09/2000","1.4830","1.4874","1.4905","1.4826","","-0.28%"
"08/08/2000","1.4872","1.4868","1.4907","1.4845","","0.01%"
"08/07/2000","1.4870","1.4895","1.4949","1.4860","","-0.14%"
"08/04/2000","1.4891","1.4849","1.4905","1.4835","","0.30%"
"08/03/2000","1.4847","1.4795","1.4859","1.4785","","0.35%"
"08/02/2000","1.4795","1.4867","1.4883","1.4785","","-0.54%"
"08/01/2000","1.4875","1.4867","1.4911","1.4853","","0.08%"
"07/31/2000","1.4863","1.4775","1.4895","1.4775","","0.60%"
"07/28/2000","1.4775","1.4722","1.4786","1.4709","","0.36%"
"07/27/2000","1.4722","1.4651","1.4737","1.4643","","0.48%"
"07/26/2000","1.4651","1.4665","1.4696","1.4640","","-0.08%"
"07/25/2000","1.4663","1.4647","1.4695","1.4640","","0.10%"
"07/24/2000","1.4649","1.4713","1.4727","1.4630","","-0.39%"
"07/21/2000","1.4707","1.4727","1.4751","1.4703","","-0.14%"
"07/20/2000","1.4728","1.4766","1.4800","1.4722","","-0.28%"
"07/19/2000","1.4769","1.4768","1.4780","1.4726","","0.04%"
"07/18/2000","1.4763","1.4819","1.4826","1.4753","","-0.38%"
"07/17/2000","1.4819","1.4841","1.4859","1.4805","","-0.14%"
"07/14/2000","1.4840","1.4812","1.4859","1.4799","","0.16%"
"07/13/2000","1.4817","1.4825","1.4832","1.4798","","-0.05%"
"07/12/2000","1.4825","1.4798","1.4835","1.4776","","0.20%"
"07/11/2000","1.4795","1.4783","1.4811","1.4760","","0.07%"
"07/10/2000","1.4785","1.4812","1.4829","1.4763","","-0.07%"
"07/07/2000","1.4796","1.4854","1.4867","1.4793","","-0.38%"
"07/06/2000","1.4852","1.4890","1.4919","1.4826","","-0.29%"
"07/05/2000","1.4895","1.4865","1.4924","1.4849","","0.29%"
"07/04/2000","1.4852","1.4810","1.4857","1.4795","","0.29%"
"07/03/2000","1.4809","1.4795","1.4817","1.4785","","0.03%"
"06/30/2000","1.4804","1.4830","1.4854","1.4786","","-0.15%"
"06/29/2000","1.4826","1.4780","1.4836","1.4758","","0.28%"
"06/28/2000","1.4784","1.4806","1.4861","1.4779","","-0.14%"
"06/27/2000","1.4805","1.4823","1.4841","1.4798","","-0.16%"
"06/26/2000","1.4829","1.4828","1.4905","1.4810","","-0.03%"
"06/23/2000","1.4833","1.4764","1.4835","1.4744","","0.46%"
"06/22/2000","1.4765","1.4734","1.4780","1.4717","","0.20%"
"06/21/2000","1.4735","1.4711","1.4753","1.4700","","0.16%"
"06/20/2000","1.4711","1.4672","1.4716","1.4653","","0.32%"
"06/19/2000","1.4664","1.4671","1.4694","1.4629","","0.03%"
"06/16/2000","1.4659","1.4750","1.4775","1.4657","","-0.59%"
"06/15/2000","1.4746","1.4684","1.4782","1.4681","","0.46%"
"06/14/2000","1.4678","1.4682","1.4715","1.4662","","-0.03%"
"06/13/2000","1.4683","1.4762","1.4780","1.4675","","-0.53%"
"06/12/2000","1.4761","1.4745","1.4767","1.4730","","0.09%"
"06/09/2000","1.4747","1.4771","1.4789","1.4703","","-0.15%"
"06/08/2000","1.4769","1.4800","1.4817","1.4753","","-0.18%"
"06/07/2000","1.4795","1.4762","1.4803","1.4735","","0.15%"
"06/06/2000","1.4773","1.4794","1.4797","1.4738","","-0.14%"
"06/05/2000","1.4793","1.4772","1.4795","1.4731","","0.19%"
"06/02/2000","1.4765","1.4908","1.4936","1.4762","","-0.97%"
"06/01/2000","1.4910","1.4965","1.4973","1.4885","","-0.39%"
"05/31/2000","1.4968","1.5062","1.5065","1.4953","","-0.60%"
"05/30/2000","1.5059","1.4996","1.5072","1.4989","","0.38%"
"05/29/2000","1.5002","1.5033","1.5040","1.4983","","-0.19%"
"05/26/2000","1.5031","1.5031","1.5084","1.4984","","0.00%"
"05/25/2000","1.5031","1.5096","1.5145","1.5022","","-0.44%"
"05/24/2000","1.5097","1.5070","1.5128","1.5043","","0.20%"
"05/23/2000","1.5067","1.4975","1.5090","1.4945","","0.59%"
"05/22/2000","1.4979","1.4970","1.4995","1.4945","","0.11%"
"05/19/2000","1.4963","1.4991","1.5032","1.4925","","-0.19%"
"05/18/2000","1.4991","1.4975","1.5072","1.4963","","0.15%"
"05/17/2000","1.4969","1.4852","1.4997","1.4845","","0.81%"
"05/16/2000","1.4849","1.4865","1.4887","1.4835","","-0.11%"
"05/15/2000","1.4866","1.4864","1.4912","1.4853","","0.07%"
"05/12/2000","1.4855","1.4874","1.4900","1.4850","","-0.13%"
"05/11/2000","1.4875","1.4928","1.4971","1.4865","","-0.36%"
"05/10/2000","1.4928","1.4902","1.4983","1.4885","","0.19%"
"05/09/2000","1.4900","1.4921","1.4972","1.4897","","-0.13%"
"05/08/2000","1.4920","1.4912","1.4933","1.4887","","0.13%"
"05/05/2000","1.4900","1.4945","1.4991","1.4893","","-0.32%"
"05/04/2000","1.4948","1.4938","1.5003","1.4910","","0.05%"
"05/03/2000","1.4940","1.4855","1.4945","1.4840","","0.54%"
"05/02/2000","1.4860","1.4786","1.4875","1.4757","","0.49%"
"05/01/2000","1.4788","1.4800","1.4830","1.4763","","-0.15%"
"04/28/2000","1.4810","1.4766","1.4827","1.4723","","0.27%"
"04/27/2000","1.4770","1.4746","1.4846","1.4741","","0.15%"
"04/26/2000","1.4748","1.4680","1.4783","1.4668","","0.46%"
"04/25/2000","1.4680","1.4767","1.4777","1.4677","","-0.60%"
"04/24/2000","1.4768","1.4739","1.4776","1.4715","","0.22%"
"04/21/2000","1.4735","1.4743","1.4761","1.4729","","-0.05%"
"04/20/2000","1.4743","1.4755","1.4768","1.4715","","-0.09%"
"04/19/2000","1.4757","1.4814","1.4818","1.4723","","-0.34%"
"04/18/2000","1.4808","1.4851","1.4893","1.4806","","-0.30%"
"04/17/2000","1.4852","1.4768","1.4887","1.4755","","0.57%"
"04/14/2000","1.4768","1.4715","1.4778","1.4692","","0.29%"
"04/13/2000","1.4725","1.4627","1.4730","1.4605","","0.66%"
"04/12/2000","1.4629","1.4630","1.4665","1.4617","","-0.03%"
"04/11/2000","1.4633","1.4623","1.4650","1.4605","","0.05%"
"04/10/2000","1.4625","1.4575","1.4628","1.4567","","0.28%"
"04/07/2000","1.4584","1.4532","1.4590","1.4521","","0.37%"
"04/06/2000","1.4530","1.4510","1.4537","1.4490","","0.17%"
"04/05/2000","1.4506","1.4522","1.4569","1.4494","","-0.13%"
"04/04/2000","1.4525","1.4505","1.4545","1.4475","","0.19%"
"04/03/2000","1.4498","1.4495","1.4549","1.4480","","0.05%"
"03/31/2000","1.4491","1.4543","1.4577","1.4483","","-0.38%"
"03/30/2000","1.4546","1.4569","1.4600","1.4537","","-0.15%"
"03/29/2000","1.4568","1.4536","1.4585","1.4519","","0.21%"
"03/28/2000","1.4537","1.4578","1.4582","1.4524","","-0.26%"
"03/27/2000","1.4575","1.4624","1.4639","1.4568","","-0.31%"
"03/24/2000","1.4621","1.4690","1.4697","1.4615","","-0.50%"
"03/23/2000","1.4695","1.4706","1.4767","1.4680","","-0.02%"
"03/22/2000","1.4698","1.4694","1.4725","1.4670","","-0.03%"
"03/21/2000","1.4702","1.4690","1.4726","1.4655","","0.07%"
"03/20/2000","1.4692","1.4707","1.4716","1.4683","","-0.12%"
"03/17/2000","1.4710","1.4733","1.4773","1.4703","","-0.14%"
"03/16/2000","1.4730","1.4688","1.4750","1.4655","","0.41%"
"03/15/2000","1.4670","1.4648","1.4698","1.4626","","0.14%"
"03/14/2000","1.4650","1.4615","1.4660","1.4595","","0.25%"
"03/13/2000","1.4613","1.4580","1.4625","1.4568","","0.22%"
"03/10/2000","1.4581","1.4568","1.4603","1.4537","","0.08%"
"03/09/2000","1.4570","1.4560","1.4589","1.4545","","0.03%"
"03/08/2000","1.4566","1.4547","1.4622","1.4544","","0.12%"
"03/07/2000","1.4549","1.4535","1.4557","1.4510","","0.14%"
"03/06/2000","1.4528","1.4511","1.4573","1.4489","","0.11%"
"03/03/2000","1.4512","1.4567","1.4583","1.4497","","-0.34%"
"03/02/2000","1.4562","1.4493","1.4589","1.4464","","0.50%"
"03/01/2000","1.4489","1.4500","1.4540","1.4437","","0.00%"
"02/29/2000","1.4489","1.4520","1.4549","1.4480","","-0.01%"
"02/28/2000","1.4490","1.4490","1.4572","1.4477","","0.05%"
"02/25/2000","1.4483","1.4530","1.4559","1.4480","","-0.48%"
"02/24/2000","1.4553","1.4601","1.4641","1.4545","","-0.36%"
"02/23/2000","1.4605","1.4622","1.4670","1.4595","","-0.07%"
"02/22/2000","1.4615","1.4550","1.4640","1.4543","","0.41%"
"02/21/2000","1.4555","1.4506","1.4560","1.4490","","0.30%"
"02/18/2000","1.4511","1.4505","1.4520","1.4475","","0.05%"
"02/17/2000","1.4504","1.4528","1.4545","1.4500","","-0.17%"
"02/16/2000","1.4529","1.4560","1.4586","1.4490","","-0.18%"
"02/15/2000","1.4555","1.4569","1.4598","1.4550","","-0.06%"
"02/14/2000","1.4564","1.4496","1.4585","1.4466","","0.51%"
"02/11/2000","1.4490","1.4480","1.4533","1.4447","","0.03%"
"02/10/2000","1.4486","1.4442","1.4537","1.4434","","0.24%"
"02/09/2000","1.4451","1.4448","1.4477","1.4413","","-0.01%"
"02/08/2000","1.4452","1.4483","1.4507","1.4450","","-0.15%"
"02/07/2000","1.4473","1.4405","1.4477","1.4370","","0.51%"
"02/04/2000","1.4400","1.4420","1.4477","1.4396","","-0.06%"
"02/03/2000","1.4409","1.4378","1.4437","1.4357","","0.16%"
"02/02/2000","1.4386","1.4486","1.4548","1.4377","","-0.66%"
"02/01/2000","1.4482","1.4475","1.4545","1.4444","","0.16%"
"01/31/2000","1.4459","1.4457","1.4516","1.4440","","0.04%"
"01/28/2000","1.4453","1.4345","1.4510","1.4325","","0.72%"
"01/27/2000","1.4350","1.4400","1.4401","1.4315","","-0.26%"
"01/26/2000","1.4387","1.4370","1.4421","1.4363","","0.14%"
"01/25/2000","1.4367","1.4435","1.4450","1.4353","","-0.39%"
"01/24/2000","1.4423","1.4403","1.4435","1.4379","","0.15%"
"01/21/2000","1.4402","1.4464","1.4493","1.4373","","-0.45%"
"01/20/2000","1.4467","1.4520","1.4530","1.4435","","-0.35%"
"01/19/2000","1.4518","1.4505","1.4540","1.4480","","0.11%"
"01/18/2000","1.4502","1.4499","1.4521","1.4471","","0.06%"
"01/17/2000","1.4494","1.4505","1.4526","1.4488","","-0.01%"
"01/14/2000","1.4496","1.4502","1.4523","1.4453","","-0.05%"
"01/13/2000","1.4503","1.4545","1.4546","1.4485","","-0.28%"
"01/12/2000","1.4543","1.4563","1.4581","1.4515","","-0.24%"
"01/11/2000","1.4578","1.4565","1.4591","1.4547","","0.16%"
"01/10/2000","1.4555","1.4570","1.4590","1.4525","","-0.02%"
"01/07/2000","1.4558","1.4595","1.4620","1.4555","","-0.25%"
"01/06/2000","1.4595","1.4502","1.4602","1.4496","","0.69%"
"01/05/2000","1.4495","1.4528","1.4561","1.4484","","-0.17%"
"01/04/2000","1.4520","1.4470","1.4533","1.4438","","0.37%"
"01/03/2000","1.4466","1.4458","1.4475","1.4410","","0.04%"
"12/31/1999","1.4460","1.4540","1.4557","1.4425","","-0.52%"
"12/30/1999","1.4535","1.4526","1.4550","1.4505","","0.02%"
"12/29/1999","1.4532","1.4506","1.4537","1.4475","","0.19%"
"12/28/1999","1.4505","1.4577","1.4623","1.4478","","-0.56%"
"12/27/1999","1.4586","1.4677","1.4693","1.4585","","-0.60%"
"12/24/1999","1.4674","1.4714","1.4721","1.4671","","-0.14%"
"12/23/1999","1.4695","1.4762","1.4780","1.4685","","-0.45%"
"12/22/1999","1.4762","1.4760","1.4781","1.4743","","-0.05%"
"12/21/1999","1.4770","1.4796","1.4809","1.4755","","-0.24%"
"12/20/1999","1.4805","1.4776","1.4829","1.4769","","0.17%"
"12/17/1999","1.4780","1.4753","1.4787","1.4737","","0.13%"
"12/16/1999","1.4761","1.4825","1.4847","1.4755","","-0.48%"
"12/15/1999","1.4832","1.4812","1.4853","1.4806","","0.11%"
"12/14/1999","1.4815","1.4785","1.4824","1.4774","","0.18%"
"12/13/1999","1.4789","1.4774","1.4817","1.4763","","0.16%"
"12/10/1999","1.4765","1.4758","1.4799","1.4745","","0.12%"
"12/09/1999","1.4747","1.4785","1.4797","1.4735","","-0.22%"
"12/08/1999","1.4780","1.4775","1.4805","1.4763","","0.09%"
"12/07/1999","1.4766","1.4738","1.4770","1.4720","","0.18%"
"12/06/1999","1.4739","1.4790","1.4830","1.4712","","-0.40%"
"12/03/1999","1.4798","1.4826","1.4829","1.4760","","-0.15%"
"12/02/1999","1.4820","1.4737","1.4827","1.4730","","0.60%"
"12/01/1999","1.4732","1.4741","1.4755","1.4725","","-0.06%"
"11/30/1999","1.4741","1.4742","1.4763","1.4701","","0.03%"
"11/29/1999","1.4737","1.4676","1.4766","1.4674","","0.35%"
"11/26/1999","1.4686","1.4665","1.4697","1.4649","","0.13%"
"11/25/1999","1.4667","1.4665","1.4688","1.4646","","0.01%"
"11/24/1999","1.4666","1.4662","1.4703","1.4640","","-0.01%"
"11/23/1999","1.4668","1.4615","1.4673","1.4613","","0.36%"
"11/22/1999","1.4616","1.4623","1.4637","1.4599","","-0.01%"
"11/19/1999","1.4617","1.4651","1.4668","1.4599","","-0.23%"
"11/18/1999","1.4651","1.4696","1.4705","1.4629","","-0.30%"
"11/17/1999","1.4695","1.4627","1.4717","1.4627","","0.49%"
"11/16/1999","1.4623","1.4652","1.4697","1.4614","","-0.22%"
"11/15/1999","1.4655","1.4632","1.4657","1.4611","","0.19%"
"11/12/1999","1.4627","1.4659","1.4665","1.4602","","-0.18%"
"11/11/1999","1.4654","1.4682","1.4687","1.4650","","-0.22%"
"11/10/1999","1.4686","1.4745","1.4751","1.4680","","-0.42%"
"11/09/1999","1.4748","1.4714","1.4765","1.4676","","0.21%"
"11/08/1999","1.4717","1.4676","1.4725","1.4655","","0.22%"
"11/05/1999","1.4685","1.4633","1.4697","1.4552","","0.36%"
"11/04/1999","1.4633","1.4680","1.4690","1.4600","","-0.30%"
"11/03/1999","1.4677","1.4702","1.4713","1.4668","","-0.14%"
"11/02/1999","1.4697","1.4660","1.4709","1.4650","","0.25%"
"11/01/1999","1.4660","1.4708","1.4721","1.4655","","-0.30%"
"10/29/1999","1.4704","1.4722","1.4777","1.4699","","-0.16%"
"10/28/1999","1.4728","1.4725","1.4749","1.4691","","0.01%"
"10/27/1999","1.4726","1.4736","1.4747","1.4689","","-0.06%"
"10/26/1999","1.4735","1.4726","1.4749","1.4681","","0.07%"
"10/25/1999","1.4724","1.4770","1.4792","1.4707","","-0.31%"
"10/22/1999","1.4770","1.4822","1.4833","1.4745","","-0.32%"
"10/21/1999","1.4817","1.4870","1.4886","1.4802","","-0.28%"
"10/20/1999","1.4858","1.4896","1.4910","1.4854","","-0.24%"
"10/19/1999","1.4893","1.4940","1.4969","1.4885","","-0.31%"
"10/18/1999","1.4939","1.4874","1.4970","1.4863","","0.40%"
"10/15/1999","1.4880","1.4806","1.4905","1.4791","","0.53%"
"10/14/1999","1.4802","1.4823","1.4834","1.4794","","-0.11%"
"10/13/1999","1.4819","1.4756","1.4844","1.4743","","0.41%"
"10/12/1999","1.4758","1.4729","1.4766","1.4709","","0.20%"
"10/11/1999","1.4728","1.4716","1.4737","1.4702","","0.14%"
"10/08/1999","1.4708","1.4706","1.4745","1.4673","","-0.03%"
"10/07/1999","1.4713","1.4685","1.4727","1.4667","","0.20%"
"10/06/1999","1.4683","1.4718","1.4721","1.4655","","-0.26%"
"10/05/1999","1.4722","1.4686","1.4724","1.4632","","0.23%"
"10/04/1999","1.4688","1.4753","1.4769","1.4683","","-0.39%"
"10/01/1999","1.4745","1.4669","1.4788","1.4617","","0.50%"
"09/30/1999","1.4672","1.4658","1.4715","1.4645","","0.05%"
"09/29/1999","1.4664","1.4621","1.4665","1.4598","","0.32%"
"09/28/1999","1.4617","1.4688","1.4691","1.4607","","-0.45%"
"09/27/1999","1.4683","1.4725","1.4726","1.4677","","-0.22%"
"09/24/1999","1.4715","1.4730","1.4775","1.4715","","-0.14%"
"09/23/1999","1.4735","1.4715","1.4758","1.4685","","0.16%"
"09/22/1999","1.4712","1.4764","1.4773","1.4667","","-0.34%"
"09/21/1999","1.4762","1.4783","1.4785","1.4688","","-0.16%"
"09/20/1999","1.4785","1.4718","1.4807","1.4710","","0.48%"
"09/17/1999","1.4714","1.4748","1.4759","1.4685","","-0.23%"
"09/16/1999","1.4748","1.4758","1.4797","1.4741","","-0.08%"
"09/15/1999","1.4760","1.4737","1.4780","1.4701","","0.16%"
"09/14/1999","1.4737","1.4691","1.4752","1.4676","","0.31%"
"09/13/1999","1.4692","1.4758","1.4780","1.4682","","-0.37%"
"09/10/1999","1.4746","1.4780","1.4830","1.4721","","-0.20%"
"09/09/1999","1.4775","1.4877","1.4887","1.4773","","-0.67%"
"09/08/1999","1.4875","1.4896","1.4921","1.4863","","-0.12%"
"09/07/1999","1.4893","1.4899","1.4943","1.4870","","-0.04%"
"09/06/1999","1.4899","1.4911","1.4922","1.4888","","-0.05%"
"09/03/1999","1.4906","1.4960","1.4993","1.4870","","-0.35%"
"09/02/1999","1.4958","1.4884","1.4968","1.4853","","0.50%"
"09/01/1999","1.4884","1.4922","1.4949","1.4838","","-0.24%"
"08/31/1999","1.4920","1.4941","1.4975","1.4867","","-0.11%"
"08/30/1999","1.4937","1.4888","1.4949","1.4863","","0.32%"
"08/27/1999","1.4890","1.4983","1.5013","1.4883","","-0.77%"
"08/26/1999","1.5005","1.4954","1.5045","1.4950","","0.33%"
"08/25/1999","1.4955","1.4909","1.4979","1.4907","","0.34%"
"08/24/1999","1.4905","1.4975","1.4994","1.4882","","-0.47%"
"08/23/1999","1.4975","1.4960","1.4992","1.4934","","0.10%"
"08/20/1999","1.4960","1.4947","1.4981","1.4921","","0.11%"
"08/19/1999","1.4943","1.4832","1.4951","1.4830","","0.74%"
"08/18/1999","1.4833","1.4775","1.4862","1.4775","","0.42%"
"08/17/1999","1.4771","1.4832","1.4840","1.4758","","-0.42%"
"08/16/1999","1.4834","1.4777","1.4840","1.4764","","0.38%"
"08/13/1999","1.4778","1.4857","1.4865","1.4756","","-0.48%"
"08/12/1999","1.4849","1.4858","1.4886","1.4817","","-0.05%"
"08/11/1999","1.4857","1.4969","1.4978","1.4857","","-0.77%"
"08/10/1999","1.4973","1.5017","1.5029","1.4968","","-0.31%"
"08/09/1999","1.5019","1.5036","1.5048","1.4968","","-0.11%"
"08/06/1999","1.5036","1.5000","1.5053","1.4955","","0.38%"
"08/05/1999","1.4979","1.4907","1.4983","1.4888","","0.51%"
"08/04/1999","1.4903","1.4929","1.4979","1.4884","","-0.17%"
"08/03/1999","1.4929","1.5043","1.5065","1.4919","","-0.76%"
"08/02/1999","1.5044","1.5061","1.5128","1.5027","","-0.17%"
"07/30/1999","1.5070","1.5055","1.5079","1.4985","","0.07%"
"07/29/1999","1.5059","1.5075","1.5135","1.5045","","-0.13%"
"07/28/1999","1.5078","1.5124","1.5151","1.5048","","-0.35%"
"07/27/1999","1.5131","1.5107","1.5152","1.5067","","0.15%"
"07/26/1999","1.5109","1.5069","1.5174","1.5024","","0.28%"
"07/23/1999","1.5067","1.5075","1.5090","1.5035","","-0.01%"
"07/22/1999","1.5069","1.4989","1.5122","1.4983","","0.51%"
"07/21/1999","1.4992","1.4917","1.5037","1.4905","","0.51%"
"07/20/1999","1.4916","1.4903","1.4950","1.4890","","0.07%"
"07/19/1999","1.4905","1.4829","1.4953","1.4820","","0.49%"
"07/16/1999","1.4833","1.4819","1.4846","1.4809","","0.07%"
"07/15/1999","1.4823","1.4809","1.4832","1.4787","","0.09%"
"07/14/1999","1.4810","1.4805","1.4853","1.4792","","0.05%"
"07/13/1999","1.4802","1.4789","1.4843","1.4780","","0.09%"
"07/12/1999","1.4788","1.4725","1.4821","1.4708","","0.50%"
"07/09/1999","1.4715","1.4707","1.4736","1.4683","","0.01%"
"07/08/1999","1.4714","1.4691","1.4739","1.4667","","0.14%"
